"Project Name","GameJam (Item)","Gallery","Main Project Image","Main project image alt text","Short Project Description","Long Project Description","ID","Created Date","Updated Date","Owner","GameJam","Manual sort","URL","ID Folder"
"Siamese Siamese Cowboy Cat Saloon","/projects/siamese-siamese-cowboy-cat-saloon","[{""description"":""I have implemented varying levels of camera shake based on the character's intoxication percentage, along with force feedback when the player is slapped by the other player."",""fileName"":""Feed back Siamese Siamese Cowboy Cat Saloon.png"",""slug"":""2cbcb0_f8d9f1f9f7ef4f2e9b903c1ea641f86d~mv2.png"",""alt"":"""",""src"":""wix:image://v1/2cbcb0_f8d9f1f9f7ef4f2e9b903c1ea641f86d~mv2.png/Feed%2520back%2520Drunk%2520and%2520Slap.png#originWidth=2294&originHeight=1219"",""title"":""Feed back Drunk and Slap"",""type"":""image"",""settings"":{""width"":2294,""height"":1219,""focalPoint"":[0.5,0.5]}},{""description"":""To simulate a sense of weight in the arm movement, I attached a Spring Arm component to the arm mesh. By enabling 'Camera Rotation Lag' in Unreal and setting the value to 16, it gives the player the impression of heaviness in the arm's movement."",""fileName"":""Player_BP_Viewport.png"",""slug"":""2cbcb0_3677ae2ba93b43f4aabe1d1fa4f1ba3d~mv2.png"",""alt"":"""",""src"":""wix:image://v1/2cbcb0_3677ae2ba93b43f4aabe1d1fa4f1ba3d~mv2.png/Player%2520Viewport.png#originWidth=1491&originHeight=979"",""title"":""Player Viewport"",""type"":""image"",""settings"":{""width"":1491,""height"":979,""focalPoint"":[0.5,0.5]}},{""description"":""For the animations, I used a timeline system to ensure the transitions are smooth. I also avoided animation glitches by connecting the 'Finished' pin of the timeline to the 'Reset' input of a 'DoOnce' node, which allows the player to re-trigger the animation."",""fileName"":""BP_For_Player_Animation.png"",""slug"":""2cbcb0_e6a675cd256d4d4fad22786f05a4311e~mv2.png"",""alt"":"""",""src"":""wix:image://v1/2cbcb0_e6a675cd256d4d4fad22786f05a4311e~mv2.png/Player%2520Animation%2520Blueprint.png#originWidth=2134&originHeight=826"",""title"":""Player Animation Blueprint"",""type"":""image"",""settings"":{""width"":2134,""height"":826,""focalPoint"":[0.5,0.5]}}]","wix:image://v1/2cbcb0_f5e5bd5c55594a0ca93ad0cb6971f152~mv2.png/Siamese%20Siamese%20Cowboy%20Cat%20Saloon.png#originWidth=2247&originHeight=713","Siamese Siamese Cowboy Cat Saloon","Game Jam Project (2024)","{""nodes"":[{""type"":""PARAGRAPH"",""id"":""1wy7d607"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""\""For this project, I focused on creating a chaotic, high-stakes service experience where the 'game feel' was paramount. My contributions centered on enhancing tactile feedback and character presence:\"""",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}}},{""type"":""PARAGRAPH"",""id"":""h2g6u783"",""nodes"":[],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}}},{""type"":""BULLETED_LIST"",""id"":""fiaac769"",""nodes"":[{""type"":""LIST_ITEM"",""id"":""xat6u770"",""nodes"":[{""type"":""PARAGRAPH"",""id"":""2tc6g771"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Morph-Based Animation:"",""decorations"":[{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":"" Integrated expressive 'Grab' and 'Slap' hand interactions using Unreal Engine Morph Targets to ensure fluid, character-driven visuals."",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}}},{""type"":""PARAGRAPH"",""id"":""i8glc794"",""nodes"":[],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}}}]},{""type"":""LIST_ITEM"",""id"":""rd68o774"",""nodes"":[{""type"":""PARAGRAPH"",""id"":""z7mix775"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Procedural Weight & Inertia:"",""decorations"":[{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":"" Implemented a procedural arm-lag system to simulate physical resistance, giving the character's movement a distinct, satisfying sense of weight and \""heaviness.\"""",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}}},{""type"":""PARAGRAPH"",""id"":""jydzv812"",""nodes"":[],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}}}]},{""type"":""LIST_ITEM"",""id"":""6h6ly778"",""nodes"":[{""type"":""PARAGRAPH"",""id"":""46j8s779"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Visceral Feedback Systems:"",""decorations"":[{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":"" Engineered a feedback loop featuring tiered camera shakes for soul-snatching phases and haptic Force Feedback for player-vs-player collisions, intensifying the impact of every action."",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}}}]}],""bulletedListData"":{""indentation"":0}}],""documentStyle"":{}}","4f311db2-e4cf-44d5-87a7-246859b77a0c",2026-02-03T21:43:11Z,2026-03-22T19:41:11Z,"2cbcb07a-4f26-412f-ba76-7a3c785cab1e","/projects/","g","https://youtu.be/j9lCIWWBivQ?si=orefxSklXhDF93Ky",2
"Mask Snatchers","/projects/mask-snatchers","[{""description"":""The running animation intensity is now mapped to the player's movement speed"",""fileName"":""Animation de course du joueur.png"",""slug"":""2cbcb0_718d802a4e8649aabd53b6a7101b7c31~mv2.png"",""alt"":"""",""src"":""wix:image://v1/2cbcb0_718d802a4e8649aabd53b6a7101b7c31~mv2.png/Animation%2520Blueprint%2520for%2520the%2520player's%2520run.png#originWidth=1987&originHeight=726"",""title"":""Animation Blueprint for the player's run"",""type"":""image"",""settings"":{""width"":1987,""height"":726,""focalPoint"":[0.5,0.5]}},{""description"":""In the top section, I've set it up so that based on the distance between Player 1 and Player 2, the camera changes at a threshold of 1500 cm. If the distance between the two players is less than or equal to 1500 cm, the player cameras merge; otherwise, the players have individual cameras and a split screen.\n\nIn the bottom section, I check the distance between the players, and based on that distance, I set the orthographic width and the camera's world position"",""fileName"":""Shared player camera Bleuprint.png"",""slug"":""2cbcb0_b16811f21e8e4162895353f11793c28a~mv2.png"",""alt"":"""",""src"":""wix:image://v1/2cbcb0_b16811f21e8e4162895353f11793c28a~mv2.png/Shared%2520player%2520camera%2520Bleuprint.png#originWidth=1930&originHeight=1259"",""title"":""Shared player camera Bleuprint"",""type"":""image"",""settings"":{""width"":1930,""height"":1259,""focalPoint"":[0.5,0.5]}},{""description"":""Observing camera world-space behavior outside of active gameplay."",""fileName"":""Shared player camera.png"",""slug"":""2cbcb0_f953303b78dd43e48b2e30c8a87a2ef2~mv2.png"",""alt"":"""",""src"":""wix:image://v1/2cbcb0_f953303b78dd43e48b2e30c8a87a2ef2~mv2.png/Shared%2520player%2520camera.png#originWidth=868&originHeight=726"",""title"":""Shared player camera"",""type"":""image"",""settings"":{""width"":868,""height"":726,""focalPoint"":[0.5,0.5]}}]","wix:image://v1/2cbcb0_10fa90340bb242899885786a710e4c06~mv2.png/Capture%20d'%C3%A9cran%202026-03-05%20155730.png#originWidth=2247&originHeight=713","Mask Snatchers","Game Jam Project (2026)","{""nodes"":[{""type"":""PARAGRAPH"",""id"":""kc6vt141"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""For this Game Jam, I focused on creating a high-energy, 'juicy' experience while maintaining player clarity under pressure. My contributions centered on three core pillars:\"""",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}}},{""type"":""PARAGRAPH"",""id"":""o5ex0443"",""nodes"":[],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}}},{""type"":""BULLETED_LIST"",""id"":""tons6425"",""nodes"":[{""type"":""LIST_ITEM"",""id"":""f8vn6426"",""nodes"":[{""type"":""PARAGRAPH"",""id"":""47z9v427"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""3C Design :"",""decorations"":[{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":"" Designed and balanced the core gameplay loop to ensure intuitive and responsive movement."",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}}},{""type"":""PARAGRAPH"",""id"":""3g6ug456"",""nodes"":[],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}}}]},{""type"":""LIST_ITEM"",""id"":""pmrcq430"",""nodes"":[{""type"":""PARAGRAPH"",""id"":""o51u4431"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Dynamic Camera System:"",""decorations"":[{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":"" Implemented a smart camera that seamlessly splits or merges based on the distance between players, ensuring optimal visibility and spatial awareness at all times."",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}}},{""type"":""PARAGRAPH"",""id"":""3fs4n469"",""nodes"":[],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}}}]},{""type"":""LIST_ITEM"",""id"":""it8g1434"",""nodes"":[{""type"":""PARAGRAPH"",""id"":""r4hlf435"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Technical Animation:"",""decorations"":[{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":"" Developed a speed-matching locomotion system (where animation speed scales with character velocity) and created impactful attack animations to maximize gameplay feedback."",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}}},{""type"":""PARAGRAPH"",""id"":""x2a03482"",""nodes"":[],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}}}]},{""type"":""LIST_ITEM"",""id"":""5oexq438"",""nodes"":[{""type"":""PARAGRAPH"",""id"":""ogkb0439"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Sound Design & Immersion:"",""decorations"":[{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":"" Curated an arcade-style soundscape with a focus on 'intentional chaos.' Every action triggers strong audio feedback to heighten the game's intensity and keep the player's adrenaline pumping."",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}}}]}],""bulletedListData"":{""indentation"":0}}],""documentStyle"":{}}","c06e7fea-c05c-48d3-95fb-2aacdce168f8",2026-02-03T21:43:11Z,2026-03-22T19:41:10Z,"2cbcb07a-4f26-412f-ba76-7a3c785cab1e","/projects/","8","https://youtu.be/hBTu7WFeQU0?si=X1B5DLjiM4Jd7sqs",1
